run_id,run_name,experiment_kind,ablation_factor,task_group,steps,refine_steps,particles,method_budget_label,pde,task,baseline,seed,split,train_size,train_requested_size,effective_train_size,train_size_loaded_for_fit,train_size_loaded_for_spec,val_size,val_requested_size,val_split_source,val_from_train_offset,test_size,train_shards,data_loading_mode,load_full_trajectory,loaded_full_trajectory,train_size_requested,train_size_loaded_in_memory,data_root,file_paths_summary,scalar_param_mode,scalar_param_mode_requested,scalar_param_mode_effective,scalar_params_used_as_input,pde_params_available,input_channel_names,target_channel_names,num_sensors,requested_sensor_mode,effective_sensor_mode,sensor_mode,time_varying_sensor_valid,noise_level,mask_id,backend_used,official_backend,fallback_used,backend_warning,implementation_mode_requested,implementation_mode_effective,implementation_source,official_repo,official_commit_or_version,official_import_path,official_import_success,official_reimplementation_success,official_alignment_level,official_alignment_notes,adapter_status,capability_status,support_status,implementation_required,task_family,unsupported_reason,capability_reason,citation_key,source_key,notes_for_paper,official_architecture_allowed,official_aligned_allowed,eligible_implementation_modes,paper_table_eligible,raw_input_shape,official_input_shape,native_input_shape,target_shape_native,observation_field_name,predicted_field_name,scalar_pde_params_part_of_input,full_trajectory_loaded,sensors_static_random_grid_time_varying,metric_granularity,batch_count,residual_mode_counts,assimilation_mode_counts,inverse_observation_operator_used,posterior_particles,inference_time_total,inference_time_per_sample,inference_optimization_time_total,inference_optimization_time_per_sample,relative_l2_solution_mean,relative_l2_solution_std,relative_l2_solution_sem,relative_l2_solution_ci95,relative_l2_solution_n,relative_l2_solution_nan_count,relative_l2_input_or_coeff_mean,relative_l2_input_or_coeff_std,relative_l2_input_or_coeff_sem,relative_l2_input_or_coeff_ci95,relative_l2_input_or_coeff_n,relative_l2_input_or_coeff_nan_count,mse_mean,mse_std,mse_sem,mse_ci95,mse_n,mse_nan_count,mae_mean,mae_std,mae_sem,mae_ci95,mae_n,mae_nan_count,obs_mse_mean,obs_mse_std,obs_mse_sem,obs_mse_ci95,obs_mse_n,obs_mse_nan_count,obs_mse_clean_mean,obs_mse_clean_std,obs_mse_clean_sem,obs_mse_clean_ci95,obs_mse_clean_n,obs_mse_clean_nan_count,obs_mse_noisy_mean,obs_mse_noisy_std,obs_mse_noisy_sem,obs_mse_noisy_ci95,obs_mse_noisy_n,obs_mse_noisy_nan_count,pde_residual_mean,pde_residual_std,pde_residual_sem,pde_residual_ci95,pde_residual_n,pde_residual_nan_count,bc_residual_mean,bc_residual_std,bc_residual_sem,bc_residual_ci95,bc_residual_n,bc_residual_nan_count,ic_residual_mean,ic_residual_std,ic_residual_sem,ic_residual_ci95,ic_residual_n,ic_residual_nan_count,physics_loss_mean,physics_loss_std,physics_loss_sem,physics_loss_ci95,physics_loss_n,physics_loss_nan_count,train_time,num_params,config_path,checkpoint_path,train_history_path,commit_hash,dry_run,synthetic_data,experiment_mode,train_history
,,,,,1,1,0,"steps=1,refine_steps=1",darcy,forward,ifno,1,test,4,4,4,4,4,0,0,none,,2,5,eager,False,False,4,4,/home/tat512/C01Python/PDEdata,"{""test"": {""count"": 0, ""first"": []}, ""train"": {""count"": 0, ""first"": []}, ""val"": {""count"": 0, ""first"": []}}",metadata,metadata,metadata,False,[],"[""a""]","[""p""]",0,none,none,none,True,0.0,,ifno_official_aligned,ifno,False,direct official iFNO import unavailable; using official-aligned reimplementation: vendored iFNO scripts are not safely importable model components,auto,official_aligned,ifno_official_aligned_reimplementation,https://github.com/BayesianAIGroup/iFNO,vendored,/home/tat512/C01Python/FM4PDEbaseline/offical/iFNO,False,True,objective,"Reimplements vendored iFNO p1/p2 lift, q1/q2 pointwise projections, multiplicative FNO coupling blocks, grid-coordinate augmentation, and bidirectional/cycle objectives.",official_aligned_ifno_reimplementation,native,native,official,full_forward,,iFNO is defined for full forward and inverse operator learning,long2025ifno,ifno,Use direct iFNO components if importable; otherwise use the disclosed official-aligned invertible FNO architecture reimplementation.,True,True,"[""official"", ""official_architecture"", ""official_aligned""]",True,"[2, 1, 8, 8]","[2, 1, 8, 8]","[2, 1, 8, 8]","[2, 1, 8, 8]",a,p,False,False,none,per_sample,2,"{""steady_dirichlet"": 2}",{},False,0,0.16717684804461896,0.08358842402230948,0.0,0.0,1.0052769184112549,0.002552244558425699,0.0018047094345092771,0.003537230491638183,2,0,nan,nan,nan,nan,0,2,0.8705932796001434,0.09744895070064491,0.06890681385993958,0.13505735516548156,2,0,0.7632698714733124,0.047451998773505796,0.033553630113601685,0.0657651150226593,2,0,nan,nan,nan,nan,0,2,nan,nan,nan,nan,0,2,nan,nan,nan,nan,0,2,0.9996898174285889,0.0018119773111803562,0.0012812614440917969,0.0025112724304199216,2,0,0.0024451561039313674,3.4196405302145655e-05,2.41805100813508e-05,4.739379975944757e-05,2,0,0.0,0.0,0.0,0.0,2,0,1.0021349787712097,0.0017778383638865321,0.0012571215629577637,0.002463958263397217,2,0,2.767301090003457,456742,outputs/baselines/smoke_ifno_forward/ifno_darcy_forward_seed1_config.json,,outputs/baselines/smoke_ifno_forward/ifno_darcy_forward_seed1_train_history.json,6cad4a37b852badf69ffcbe69401d48bca2f896e,True,True,smoke,"{""train_loss"": [3.0994205474853516]}"
