pde,task,baseline,seed,split,train_size,train_requested_size,effective_train_size,train_size_loaded_for_fit,train_size_loaded_for_spec,val_size,val_requested_size,val_split_source,val_from_train_offset,test_size,train_shards,data_loading_mode,load_full_trajectory,loaded_full_trajectory,train_size_requested,train_size_loaded_in_memory,data_root,file_paths_summary,scalar_param_mode,scalar_param_mode_requested,scalar_param_mode_effective,scalar_params_used_as_input,pde_params_available,input_channel_names,target_channel_names,num_sensors,requested_sensor_mode,effective_sensor_mode,sensor_mode,time_varying_sensor_valid,noise_level,mask_id,backend_used,official_backend,fallback_used,backend_warning,metric_granularity,batch_count,residual_mode_counts,assimilation_mode_counts,inference_time_total,inference_time_per_sample,inference_optimization_time_total,inference_optimization_time_per_sample,relative_l2_solution_mean,relative_l2_solution_std,relative_l2_solution_sem,relative_l2_solution_ci95,relative_l2_solution_n,relative_l2_solution_nan_count,relative_l2_input_or_coeff_mean,relative_l2_input_or_coeff_std,relative_l2_input_or_coeff_sem,relative_l2_input_or_coeff_ci95,relative_l2_input_or_coeff_n,relative_l2_input_or_coeff_nan_count,mse_mean,mse_std,mse_sem,mse_ci95,mse_n,mse_nan_count,mae_mean,mae_std,mae_sem,mae_ci95,mae_n,mae_nan_count,obs_mse_mean,obs_mse_std,obs_mse_sem,obs_mse_ci95,obs_mse_n,obs_mse_nan_count,obs_mse_clean_mean,obs_mse_clean_std,obs_mse_clean_sem,obs_mse_clean_ci95,obs_mse_clean_n,obs_mse_clean_nan_count,obs_mse_noisy_mean,obs_mse_noisy_std,obs_mse_noisy_sem,obs_mse_noisy_ci95,obs_mse_noisy_n,obs_mse_noisy_nan_count,pde_residual_mean,pde_residual_std,pde_residual_sem,pde_residual_ci95,pde_residual_n,pde_residual_nan_count,bc_residual_mean,bc_residual_std,bc_residual_sem,bc_residual_ci95,bc_residual_n,bc_residual_nan_count,ic_residual_mean,ic_residual_std,ic_residual_sem,ic_residual_ci95,ic_residual_n,ic_residual_nan_count,physics_loss_mean,physics_loss_std,physics_loss_sem,physics_loss_ci95,physics_loss_n,physics_loss_nan_count,train_time,num_params,config_path,checkpoint_path,train_history_path,commit_hash,dry_run,synthetic_data,experiment_mode,train_history
shallow_water,sparse_solution,var4d,1,test,4,4,4,0,1,0,0,none,,2,5,eager,False,True,4,1,/home/tat512/C01Python/PDEdata,"{""test"": {""count"": 0, ""first"": []}, ""train"": {""count"": 0, ""first"": []}, ""val"": {""count"": 0, ""first"": []}}",metadata,metadata,metadata,False,[],"[""hT"", ""huT"", ""hvT""]","[""hT"", ""huT"", ""hvT""]",20,random,random,random,True,0.0,b6e1b91353ceb35e,local,local,False,,per_sample,2,"{""two_level"": 2}","{""full_trajectory"": 2}",0.9902010970399715,0.49510054851998575,0.9898119419813156,0.4949059709906578,0.9231073558330536,0.04564912518160379,0.03227880597114563,0.06326645970344544,2,0,nan,nan,nan,nan,0,2,1.6193773746490479,0.05555409819699751,0.03928267955780029,0.07699405193328858,2,0,0.9377556145191193,0.011579214425640472,0.008187741041183472,0.016047972440719604,2,0,9.98773089122551e-07,2.2524923234467522e-10,1.5927525964798406e-10,3.1217950891004876e-10,2,0,9.98773089122551e-07,2.2524923234467522e-10,1.5927525964798406e-10,3.1217950891004876e-10,2,0,9.987730322791322e-07,2.251688436107906e-10,1.5921841622912322e-10,3.120680958090815e-10,2,0,12.694426536560059,1.6387072336798256,1.158740997314453,2.2711323547363276,2,0,8.977170467376709,1.3256802295658991,0.9373974800109863,1.8372990608215332,2,0,0.0,0.0,0.0,0.0,2,0,21.67159652709961,2.9643867888961486,2.0961380004882812,4.108430480957031,2,0,1.527019776403904e-06,8448,outputs/baselines/smoke_check/var4d_shallow_water_sparse_solution_seed1_config.json,,outputs/baselines/smoke_check/var4d_shallow_water_sparse_solution_seed1_train_history.json,37159e8ecef6f05d27890d58a5ee779470131a38,True,True,smoke,"{""status"": ""per_instance_4dvar""}"
