pde,task,baseline,train_size,scalar_param_mode,num_sensors,sensor_mode,noise_level,backend_used,residual_mode_counts,run_count,relative_l2_solution_mean,relative_l2_solution_std,relative_l2_solution_sem,relative_l2_solution_ci95,relative_l2_solution_n,relative_l2_solution_nan_count,relative_l2_input_or_coeff_mean,relative_l2_input_or_coeff_std,relative_l2_input_or_coeff_sem,relative_l2_input_or_coeff_ci95,relative_l2_input_or_coeff_n,relative_l2_input_or_coeff_nan_count,mse_mean,mse_std,mse_sem,mse_ci95,mse_n,mse_nan_count,mae_mean,mae_std,mae_sem,mae_ci95,mae_n,mae_nan_count,obs_mse_mean,obs_mse_std,obs_mse_sem,obs_mse_ci95,obs_mse_n,obs_mse_nan_count,pde_residual_mean,pde_residual_std,pde_residual_sem,pde_residual_ci95,pde_residual_n,pde_residual_nan_count,bc_residual_mean,bc_residual_std,bc_residual_sem,bc_residual_ci95,bc_residual_n,bc_residual_nan_count,ic_residual_mean,ic_residual_std,ic_residual_sem,ic_residual_ci95,ic_residual_n,ic_residual_nan_count,physics_loss_mean,physics_loss_std,physics_loss_sem,physics_loss_ci95,physics_loss_n,physics_loss_nan_count
darcy,forward,fno,2,metadata,0,none,0.0,recfno,"{""steady_dirichlet"": 2}",2,3.802274227142334,0.14419920444644432,0.10196423530578613,0.19984990119934082,2,0,nan,nan,nan,nan,0,2,0.00043914426350966096,8.852805589005345e-05,6.259878864511847e-05,0.0001226936257444322,2,0,0.020139960572123528,0.002117808014865563,0.00149751640856266,0.0029351321607828137,2,0,nan,nan,nan,nan,0,2,7754.672607421875,4753.596116258081,3361.3000488281245,6588.1480957031235,2,0,0.00030567221983801574,9.379176098332757e-06,6.632079021073877e-06,1.2998874881304799e-05,2,0,0.0,0.0,0.0,0.0,2,0,7754.6728515625,4753.595770991098,3361.2998046875,6588.1476171875,2,0
heat,forward,fno,2,metadata,0,none,0.0,recfno,"{""two_level"": 2}",2,0.9994109272956848,0.0002459690079095776,0.00017392635345458984,0.0003408956527709961,2,0,nan,nan,nan,nan,0,2,0.5837748497724533,0.14152972842888556,0.10007663071155547,0.1961501961946487,2,0,0.6275547444820404,0.09535796125232243,0.06742826104164124,0.13215939164161683,2,0,nan,nan,nan,nan,0,2,141.5028305053711,58.54324305623332,41.396324157714844,81.13679534912109,2,0,0.045753028243780136,2.5635820606751293e-05,1.812726259231567e-05,3.5529434680938716e-05,2,0,0.0,0.0,0.0,0.0,2,0,141.54858779907227,58.54327003021637,41.39634323120117,81.1368327331543,2,0
