run_id,run_name,experiment_kind,ablation_factor,task_group,steps,refine_steps,particles,method_budget_label,pde,task,baseline,seed,split,train_size,train_requested_size,effective_train_size,train_size_loaded_for_fit,train_size_loaded_for_spec,val_size,val_requested_size,val_split_source,val_from_train_offset,test_size,train_shards,data_loading_mode,load_full_trajectory,loaded_full_trajectory,train_size_requested,train_size_loaded_in_memory,data_root,file_paths_summary,scalar_param_mode,scalar_param_mode_requested,scalar_param_mode_effective,scalar_params_used_as_input,pde_params_available,input_channel_names,target_channel_names,num_sensors,requested_sensor_mode,effective_sensor_mode,sensor_mode,time_varying_sensor_valid,noise_level,mask_id,backend_used,official_backend,fallback_used,backend_warning,implementation_mode_requested,implementation_mode_effective,implementation_source,official_repo,official_commit_or_version,official_import_path,official_import_success,official_reimplementation_success,official_alignment_level,official_alignment_notes,adapter_status,capability_status,support_status,implementation_required,task_family,unsupported_reason,capability_reason,citation_key,source_key,notes_for_paper,official_architecture_allowed,official_aligned_allowed,eligible_implementation_modes,paper_table_eligible,raw_input_shape,official_input_shape,native_input_shape,target_shape_native,observation_field_name,predicted_field_name,scalar_pde_params_part_of_input,full_trajectory_loaded,sensors_static_random_grid_time_varying,metric_granularity,batch_count,residual_mode_counts,assimilation_mode_counts,inverse_observation_operator_used,posterior_particles,inference_time_total,inference_time_per_sample,inference_optimization_time_total,inference_optimization_time_per_sample,relative_l2_solution_mean,relative_l2_solution_std,relative_l2_solution_sem,relative_l2_solution_ci95,relative_l2_solution_n,relative_l2_solution_nan_count,relative_l2_input_or_coeff_mean,relative_l2_input_or_coeff_std,relative_l2_input_or_coeff_sem,relative_l2_input_or_coeff_ci95,relative_l2_input_or_coeff_n,relative_l2_input_or_coeff_nan_count,mse_mean,mse_std,mse_sem,mse_ci95,mse_n,mse_nan_count,mae_mean,mae_std,mae_sem,mae_ci95,mae_n,mae_nan_count,obs_mse_mean,obs_mse_std,obs_mse_sem,obs_mse_ci95,obs_mse_n,obs_mse_nan_count,obs_mse_clean_mean,obs_mse_clean_std,obs_mse_clean_sem,obs_mse_clean_ci95,obs_mse_clean_n,obs_mse_clean_nan_count,obs_mse_noisy_mean,obs_mse_noisy_std,obs_mse_noisy_sem,obs_mse_noisy_ci95,obs_mse_noisy_n,obs_mse_noisy_nan_count,pde_residual_mean,pde_residual_std,pde_residual_sem,pde_residual_ci95,pde_residual_n,pde_residual_nan_count,bc_residual_mean,bc_residual_std,bc_residual_sem,bc_residual_ci95,bc_residual_n,bc_residual_nan_count,ic_residual_mean,ic_residual_std,ic_residual_sem,ic_residual_ci95,ic_residual_n,ic_residual_nan_count,physics_loss_mean,physics_loss_std,physics_loss_sem,physics_loss_ci95,physics_loss_n,physics_loss_nan_count,train_time,num_params,config_path,checkpoint_path,train_history_path,commit_hash,dry_run,synthetic_data,experiment_mode,train_history
,,,,time_varying,1,1,0,"refine_steps=1,steps=1",reaction_diffusion,sparse_solution,vivid,1,test,4,4,4,4,4,0,0,none,,2,5,eager,True,True,4,4,/home/tat512/C01Python/PDEdata,"{""test"": {""count"": 0, ""first"": []}, ""train"": {""count"": 0, ""first"": []}, ""val"": {""count"": 0, ""first"": []}}",metadata,metadata,metadata,False,[],"[""u"", ""v""]","[""u"", ""v""]",8,time_varying,time_varying,time_varying,True,0.0,2396e6614d1a7d1d,vivid_official_aligned,vivid,False,direct official VIVID/invobs import unavailable; using official-aligned reimplementation: vendored VIVID/invobs is not exposed as a stable importable inverse-observation adapter,auto,official_aligned,vivid_invobs_official_aligned_reimplementation,https://github.com/DL-WG/VIVID; https://github.com/googleinterns/invobs-data-assimilation,vendored,/home/tat512/C01Python/FM4PDEbaseline/offical/VIVID; /home/tat512/C01Python/FM4PDEbaseline/offical/invobs-data-assimilation,False,True,objective,"Reimplements VIVID Voronoi inverse-observation initialization and invobs-style time-space convolutional inversion, followed by observation/background/dynamics variational refinement.",official_aligned_vivid_invobs_reimplementation,official_adapter,official_adapter,official,time_varying_da,,VIVID is native for learned inverse-observation initialization plus variational trajectory refinement,vivid_invobs,vivid,Use direct VIVID/invobs components if importable; otherwise use the disclosed official-aligned inverse-observation plus variational refinement reimplementation.,False,True,"[""official"", ""official_aligned""]",True,"[2, 2, 8, 8]","[2, 2, 10, 8, 8]","[2, 2, 10, 8, 8]","[2, 2, 10, 8, 8]","u,v","u,v",False,True,time_varying,per_sample,2,"{""full_trajectory"": 2}","{""full_trajectory"": 2}",True,0,0.6257991109741852,0.3128995554870926,0.6253821889986284,0.3126910944993142,0.9993239939212799,0.00041898182104679757,0.0002962648868560791,0.0005806791782379151,2,0,nan,nan,nan,nan,0,2,1.0186534523963928,0.017530644463318285,0.012396037578582762,0.024296233654022212,2,0,0.8047325909137726,0.01530153979242561,0.010819822549819945,0.02120685219764709,2,0,1.0153154730796814,0.013922874230785757,0.009844958782196045,0.019296119213104247,2,0,1.0153154730796814,0.013922874230785757,0.009844958782196045,0.019296119213104247,2,0,1.0153154730796814,0.013922874230785757,0.009844958782196045,0.019296119213104247,2,0,0.002816502354107797,1.7215999799938237e-06,1.2173550203442571e-06,2.386015839874744e-06,2,0,0.00010417358498671092,1.4094653178469208e-06,9.966424840968102e-07,1.953419268829748e-06,2,0,0.9383719563484192,0.024507802353205727,0.017329633235931396,0.03396608114242554,2,0,0.9412926435470581,0.02450746517841764,0.017329394817352295,0.033965613842010495,2,0,1.9415853979880922,320962,outputs/baselines/smoke_vivid_da/vivid_reaction_diffusion_sparse_solution_seed1_config.json,,outputs/baselines/smoke_vivid_da/vivid_reaction_diffusion_sparse_solution_seed1_train_history.json,6cad4a37b852badf69ffcbe69401d48bca2f896e,True,True,smoke,"{""inverse_operator_loss"": [1.0836575031280518], ""obs_loss"": [1.250754714012146], ""dynamics_loss"": [0.028950974345207214], ""val_loss"": []}"
